—“ќ”Ќ –ќ”«;+7Ц916Ц707Ц27Ц49;ћосква, Ќагатинский 1-й проезд,†2 ст4Ѕ;stonerose.ru;stonerosemoscow@gmail.com
ћагазин цветов;+7Ц926Ц811Ц45Ц91;ћосква, —удакова,†11 ст2;;
ћагазин цветов;;ћосква, Ѕольша€ ƒорогомиловска€,†5;;
Floristic;+7Ц926Ц621Ц42Ц55;»вантеевка, ’лебозаводска€,†49/2;;
÷веты у ѕолета;+7Ц903Ц129Ц84Ц05;ƒолгопрудный, ƒирижабельна€,†19а;ffdol.ru;
‘лорс;+7 (495) 981Ц50Ц91;Ѕалашиха, ёжна€,†9а;www.flors.ru;
Mari Juli;+7 (495) 628Ц18Ц26;ћосква, ѕокровка,†2/1 ст1;;
‘лора, ќќќ;+7Ц926Ц675Ц85Ц22;Ќогинск, “ихвинска€,†2;floraint.ru;
÷веточна€ €рмарка;+7Ц926Ц127Ц73Ц59, +7 (495) 995Ц08Ц83;Ѕалашиха, ћа€ковского,†14а;www.flowerfair3d.ru;
÷веточный магазин;;ћосква, ’орошЄвское шоссе,†82;;
ѕрезентовед;+7Ц926Ц212Ц90Ц07;“÷ √воздь-2,ћосква, јндропова проспект,†36;presentoved.ru;
Florista;;“–   лючевой,ћосква, Ѕорисовские ѕруды,†26;;
Ѕэль ‘лЄр;+7 (495) 277Ц70Ц71;“–÷ —еменовский,ћосква, —емЄновска€ площадь,†1;www.bl-f.ru;
Deep Red;+7 (499) 257Ц64Ц12, +7Ц966Ц188Ц01Ц88;ћосква, ѕравды,†21 ст1;www.deepred.ru;
“рейд-Ћ“ƒ, ќќќ;;¬идное, Ўкольна€,†69 киоск;;
—туди€ флористики;+7Ц915Ц313Ц59Ц17, +7Ц903Ц765Ц43Ц52;–еутов, ёбилейный проспект,†51;probukety.ru;
 рокус;+7 (499) 391Ц56Ц29;“÷ јкрополь,ћосква,  омсомольский проспект,†4;www.crocusflowers.ru;
—алон цветов и букетов;+7Ц985Ц161Ц98Ц08;¬идное, —оветский проезд,†11;;
Ѕутик цветов;+7Ц916Ц623Ц37Ц66;“÷ —толица, ћосква, —а€нска€,†8а;;
÷веточный вернисаж;;рп.†“омилино, ѕтицефабрика микрорайон,†32 ст1;verni-flow.ru;
—алон цветов;+7Ц925Ц155Ц37Ц12;“÷ «елЄный проспект,ћосква, «елЄный проспект,†79а;;
ћагазин цветов;;дп.†«агор€нский, ќрджоникидзе,†46а;;
ћагазин цветов;;ћосква, Ћенинградское шоссе,†94 к1;;
Ѕелый лебедь;+7Ц917Ц565Ц14Ц96, +7Ц916Ц718Ц19Ц00;ƒолгопрудный, ЋихачЄвский проспект,†80 к1 вл1;;
јнюта Rose;+7Ц903Ц578Ц85Ц54;Ћикино-ƒулЄво, Ћенина,†10в;;
ћагазин цветов;; раснознаменск,  раснознаменна€,†19;;
THE BLOOMS;+7Ц968Ц508Ц80Ц00;ћосква,  утузовский проспект,†30;theblooms.ru;
ћагазин цветов;+7Ц968Ц822Ц21Ц71;ћосква, ƒубнинска€,†71 к1;;
«имний сад;+7Ц915Ц064Ц14Ц88; оломна,  ирова проспект,†44а;;
ћагазин цветов;;пгт†«вЄздный городок, «вЄздный посЄлок,†45 ст2;;
÷веты любимым;;ѕодольск, ќрджоникидзе,†9а;;
ћагазин цветов и подарков;+7 (495) 118Ц65Ц35;ћосква, Ћиповый ѕарк,†9;;
√алере€ цветов;+7Ц906Ц061Ц72Ц16;пгт†—негири, ћосковска€,†вл18;;
ћагазин цветов;;Ѕалашиха, 40 лет ѕобеды,†27;;
÷веточна€ композици€;+7 (499) 255Ц68Ц89;ћосква, —ерге€ ћакеева,†15 ст3;;
ћагазин цветов;;ћосква, Ѕрусилова,†31;;
ћагазин цветов;;ћосква,  раснодарска€,†34;;
ћагазин цветов;+7Ц925Ц020Ц91Ц83; расногорск, Ћенина,†вл38Ѕ;;
Ћюблю цветы;+7Ц977Ц262Ц06Ц82;“–÷ ¬есна, ћосква, ћ јƒ 84 км,†1;;
√алере€ Ћаванда;+7 (495) 227Ц85Ц21;ћосква, –ижский проезд,†13;www.lavanda-galery.ru;
FirstFlowers;+7 (495) 215Ц27Ц74;ћосква;www.1flowers.ru;
÷веточна€ мил€;; онфетти, ћосква, Ќагатинска€,†16;;
TAKANTA;+7 (495) 121Ц08Ц96;ћосква;takanta.ru;
јнтурион;+7Ц919Ц763Ц23Ц24;ўЄлково, “алсинска€,†23;anturion.net;
ќрхеде€, ќќќ;;рп.†Ќахабино, »нститутска€,†29;;
—тиль ‘лора;;ƒомодедово,  орнеева,†4а;;
ћагазин;+7Ц906Ц076Ц12Ц58;ѕушкино, ¬окзальна€,†15;;
Ѕелый лебедь;+7Ц917Ц565Ц14Ц96, +7Ц985Ц224Ц89Ц55;ƒолгопрудный, ѕервомайска€,†7Ѕ ст1;;
÷веты=любовь;+7Ц925Ц824Ц25Ц02, +7Ц926Ц705Ц41Ц71;ћосква, Ѕольша€ якиманка,†32;loveflo.ru;
Picasso;+7Ц917Ц501Ц99Ц77, +7Ц916Ц580Ц16Ц72;’имки, „апаева,†1;;
Ѕукеты от ћаруси;+7Ц926Ц525Ц05Ц68;≈горьевск, —оветска€,†164/43;;
 эти;+7Ц925Ц545Ц10Ц91, +7Ц926Ц284Ц57Ц46;“÷ јреал,ћосква, ѕрофсоюзна€,†102 ст1;;
—алон цветов;;ћосква, ћаршала ∆укова проспект,†14;;
ћагазин цветов;;ћосква, Ќежинска€,†13 к2;;
ћагазин цветов;;Ћюберцы, 3 ѕочтовое отделение,†40 вл1;;
L`Rose;+7 (499) 240Ц66Ц32;ћосква, Ѕережковска€ набережна€,†12;www.lrose.ru;
ћагазин воздушных шаров;;’имки, ёбилейный проспект,†3а;;
÷веточный.ру;+7Ц977Ц370Ц37Ц17;ѕодольск, ѕионерска€,†31;;
ћагазин цветов;;ћосква, ЌамЄткина,†13Ѕ;;
ћагазин цветов;+7Ц926Ц585Ц89Ц24;ћосква, »саковского,†6 к2;;
ћагазин цветов;+7Ц905Ц791Ц13Ц18, +7Ц903Ц720Ц59Ц70;пос.†¬Ќ»»——ќ , ЅерЄзова€,†6а;;
inStyle flowers;+7Ц926Ц234Ц19Ц92, +7Ц968Ц557Ц77Ц11;ћосква, –ублЄвское шоссе,†28 к1;instyle-flowers.ru;
Ѕукетик;;Ѕалашиха, „аплыгина,†вл7Ѕ киоск;;
—алон цветов;+7Ц916Ц484Ц49Ц91;«еленоград, јндреевка,†ст3;;
ћагазин цветов и сувениров;+7Ц926Ц160Ц34Ц34, +7Ц901Ц401Ц25Ц77;“÷ Ќа ћелитопольской,ћосква, ћелитопольска€ 1-€,†2а;;
Flovers Salon;;ћосква, Ўокальского проезд,†41;;
ћагазин цветов;;ћосква, “аганска€,†31;;
ѕервый цветочный;+7 (495) 117Ц34Ц04;“÷ —алтыковска€-13,ћосква, —алтыковска€,†13г;;
ћагазин цветов;;ћосква, ѕрофсоюзна€,†111 к1;;
ћагазин цветов;+7Ц915Ц041Ц58Ц61;Ѕ÷ »“ ќЋ-¬ладыкино,ћосква, √остинична€,†5;;
÷веточные ћетаморфозы;+7Ц967Ц071Ц65Ц71;Ѕ÷ јвиамоторна€ 50,ћосква, јвиамоторна€,†50;flowermet.ru;
ћагазин цветов;+7Ц925Ц589Ц60Ц44;ћосква, “рофимова,†13;;
ћагазин цветов;;“÷ ƒомос,ƒомодедово, ѕривокзальна€ площадь,†ст7;;
ќрхиде€;;“÷ ∆уковский пассаж,∆уковский, „калова,†2а ст1;;
Ёкзотика;;ƒомодедовский рынок,ћосква, ќреховый бульвар,†14 ст3;;
Z`Art;+7 (495) 228Ц08Ц18, +7 (495) 225Ц24Ц42;ћосква,  лиментовский переулок,†2;www.zart-studio.ru;
ћагазин цветов;;“роицк, ќкт€брьский проспект,†16 ст1;;
Muza flowers;+7Ц925Ц680Ц24Ц01, +7Ц985Ц427Ц00Ц25;ћосква, ћаросейка,†4/2 ст1;;
÷ветовик;+7 (495) 777Ц10Ц28, +7 (495) 777Ц10Ц28; азанский вокзал,ћосква,  омсомольска€ площадь,†2;moscow.cvetovik.com;info@cvetovik.com
ћагазин цветов;+7Ц926Ц214Ц85Ц45;ћосква, ћаршала ѕолубо€рова,†16;;
ћагазин цветов;+7Ц906Ц708Ц73Ц30; расногорск, Ќово-Ќикольска€,†37;;
ћного цветов;+7 (495) 682Ц61Ц71;ћосква,  осмонавтов,†12;;
ћагазин цветов;+7Ц905Ц719Ц70Ц40, +7Ц968Ц358Ц21Ц39;ћосква, ярцевска€,†22а к2;;
—алон цветов;+7Ц925Ц155Ц37Ц12;ћосква, Ћомоносовский проспект,†23;;
ћагазин цветов и сувениров;;ћосква,  апотн€ 3-й квартал,†13;;
ћагазин цветов;;ћосква, ¬аршавское шоссе,†2;;
ћагазин по продаже цветов;;ћосква, ћ€чковский бульвар,†13;;
ћагазин цветов;;«венигород, ѕролетарска€,†54а;;
ћагазин цветов;+7Ц915Ц085Ц33Ц24;ћосква, Ќикитинска€,†13;;
ћир садовода;;Ѕалашиха, ѕавлино микрорайон,†18 вл1;;
÷веты. Ѕукеты. ѕодарки.;;“÷ Ћенинский 101,ћосква, Ћенинский проспект,†101;;
ћагазин цветов;;ћосква, Ѕратиславска€,†5;;
ћагазин цветов;+7Ц925Ц820Ц63Ц88;»вантеевка, ћа€ковского проезд,†3;;
÷ве“очна€ нота;;рп.†Ќахабино, „калова,†7;;
ћагазин цветов;;Ѕалашиха, ћирской проезд,†вл6;;
јрт флора;;ќдинцово, ћожайское шоссе,†157а;;
÷веточный магазин;+7Ц916Ц856Ц71Ц67;„ехов, ћолодЄжна€,†1;;
ћагазин цветов;;рп.†ќкт€брьский, Ћенина,†1/3;;
“юльпјнна;+7Ц925Ц636Ц91Ц91;ѕодольск, ѕравды,†19 ст1;;
÷ветыш;+7 (495) 504Ц20Ц42, +7 (495) 518Ц53Ц45;ћосква, ћаршала Ќеделина,†30 к1;www.rozbl.ru;info@rozbl.ru
√ерань;+7Ц916Ц647Ц06Ц67;ћосква, –огожский ¬ал,†6 к2;;
÷веточница јнюта;+7Ц905Ц750Ц76Ц57;“÷ ѕодсолнухи,ћосква, ќткрытое шоссе,†9 ст14а;;
Adeniumshop.ru;+7 (495) 762Ц38Ц55;ћосква;adeniumshop.ru;
ћагазин цветов;;„ехов, ћолодЄжна€,†12а;;
Surprise me;+7 (495) 532Ц48Ц08, +7Ц926Ц453Ц87Ц99;ћосква;surprise-me24.ru;
ћастерска€ букетов;+7Ц909Ц917Ц30Ц00;“÷ јпрель, јпрелевка, —ент€брьска€,†5;masterskayabuketov.com;
—тиль цветов;+7 (495) 721Ц72Ц84;Ѕалашиха, ёбилейна€,†1а ст1;;
ћагазин цветов;+7Ц909Ц923Ц21Ц95;“÷ —негири,пгт†—негири, ћосковска€,†12;;
Angel Flowers;+7 (495) 724Ц73Ц83, +7Ц963Ц762Ц42Ц02;–еутов, ёбилейный проспект,†41;angelflor.ru;
ћагазин цветов;;с.†ѕавловска€ —лобода, Ћенина,†1а;;
÷веточный магазин;;ѕушкино,  узнецкий мост,†2в;;
ћагазин цветов;+7Ц905Ц713Ц66Ц29, +7Ц926Ц721Ц77Ц79;ћосква, „асова€,†16 ст21;;
÷веточный магазин;;ћосква, ≈льнинска€,†23 ст2;;
Buket777;;ћосква, ƒмитриевского,†3;;
÷веточный дом;+7Ц968Ц473Ц66Ц39, +7 (499) 152Ц07Ц00;ћосква, „ерн€ховского,†11 к2;;
ћагазин цветов;;–еутов,  омсомольска€,†22;;
—алон цветов;;÷ћ“,ћосква,  раснопресненска€ набережна€,†12;;
÷веточный рай;+7Ц915Ц340Ц36Ц07;ћосква, јдмирала Ћазарева,†43;www.butovo-buket.ru;
ћагазин цветов;+7Ц916Ц165Ц12Ц70;ѕодольск, ћашиностроителей,†10;;
—алон цветов;;ћосква, —мольна€,†24г ст1;;
Ѕукетик;;Ѕалашиха, ѕавлино микрорайон,†15 ст4 киоск;;
ћагазин цветов;;’имки, ∆елезнодорожна€,†1 ст3;;
ћагазин цветов;;рп.†“омилино, √аршина,†4в ст1;;
ћагазин цветов;;ћосква, јлаб€на,†10 к1;;
ћагазин цветов;;ћосква, Ќижегородска€,†72;;
ћагазин цветов;;ћосква, Ћескова,†22г;;
Amelie;+7Ц925Ц263Ц27Ц96;Ќогинск, ёбилейна€,†18;;
÷веточный магазин;;«венигород, —адова€,†вл60;;
÷веточный магазин;+7Ц905Ц797Ц00Ц22;ћосква, “ихвинский переулок,†2/48;;
ћагазин цветов;;ћосква, Ќовочеркасский бульвар,†5 ст2;;
ћагазин цветов;;ћосква, —адова€- аретна€,†20 ст1;;
ћагазин цветов;;пгт†–жавки, –жавки,†2;цветыангела.рф;
ћагазин цветов;;ћосква, —удостроительна€,†41;;
ћагазин цветов;;ѕушкино, ћосковский проспект,†46а;;
ћагазин цветов;;Ћыткарино, —оветска€,†15;;
ћагазин цветов;;Ѕалашиха, —оветска€,†вл15а;;
ќрхиде€;;”нивермаг ћарьинский,ћосква, —ущЄвский ¬ал,†46;;
ћагазин цветов;;ћосква, ќткрытое шоссе,†24 к11;;
ћагазин цветов;;с.†Ѕратовщина, —танционна€ 1-€,†5в;;
ћагазин цветов;;≈горьевск, ѕривокзальна€ площадь,†1Ѕ;;
ћагазин цветов;;ћосква, ’олодильный переулок,†2/6;;
ћагазин цветов;;ћосква, ѕодъЄмна€,†1;;
ћагазин цветов;;ћосква, Ѕольша€ ƒорогомиловска€,†1;;
¬альс цветов, ќќќ;+7Ц926Ц895Ц25Ц15;Ћыткарино, ѕервомайска€,†вл1;;
ћагазин цветов и подарков;+7Ц916Ц077Ц25Ц98, +7Ц916Ц330Ц64Ц72, +7Ц910Ц432Ц43Ц67;ћосква, Ѕогословский переулок,†5;;
ћастерска€ букетов;;“÷ ћелоди€,јпрелевка, јвгустовска€,†14;masterskayabuketov.com;
ћагазин цветов;+7Ц909Ц674Ц01Ц10;∆уковский, „калова,†28Ѕ;;
Flork;+7 (495) 726Ц85Ц80, +7Ц926Ц724Ц51Ц42;ћосква;www.flork.ru;
÷веточный дворик;+7Ц985Ц240Ц89Ц11, +7Ц915Ц451Ц15Ц18;ћосква;cvetdvor.ru;
ћагазин цветов;;’имки, Ќовосходненское шоссе,†144;;
ловцев,†1а;;;;
÷веточный магазин;;ѕодольск, –€зановское шоссе,†19;;
÷веточный салон;+7 (495) 789Ц78Ц88;ћосква, “аганска€,†20а ст1;;
¬осточный букет, ќќќ;;рп.†ќкт€брьский, Ћенина,†50а;;
÷веточный салон;+7Ц909Ц641Ц86Ц56;ƒомодедово,  урыжова,†15;;
÷веточный магазин;;ћосква, ёжнобутовска€,†97;;
ћагазин цветов;+7Ц965Ц401Ц35Ц60;«еленоград, «еленоград,†к1204;;
ћагазин цветов;+7Ц966Ц138Ц15Ц13;ћосква, Ћианозовский проезд,†вл1ж;;
¬альс цветов;+7Ц916Ц330Ц16Ц35;“÷  вадрат,ћосква, —тарокачаловска€,†5 к1;;
Ѕукет;;ўЄлково, √агарина,†3Ѕ;;
÷веточный магазин;;ћосква, 50 лет ќкт€бр€,†вл2Ѕ ст2;;
ƒонна –оза;+7Ц962Ц923Ц61Ц82;ћосква;www.donnaroza.com;
—алон цветов;+7Ц926Ц228Ц80Ц45;ћосква, «ои и јлександра  осмодемь€нских,†35/1;;
÷веты —аори;;“÷ ‘естивальный,ћосква, √олубинска€,†28;;
÷веты планеты;;Ћыткарино, ѕервомайска€,†2;;
Ѕукет Ѕутик;+7Ц926Ц185Ц41Ц44;Ѕалашиха, ёбилейна€,†6;;
—алон цветов;;ћосква, ћитинский 3-й переулок,†3;;
јзали€;;–аменское, ƒонинское шоссе,†16;;
ћагазин цветов;;ќдинцово, —оветска€,†1д;;
ћагазин цветов;+7Ц962Ц998Ц74Ц28;Ќогинск, ёбилейна€,†14а;;
ћагазин цветов;;д.†„ашниково (ѕешковское сп), Ќовые дома микрорайон,†ст7;;
÷веты у ћарины;;’имки, ∆елезнодорожна€,†1 ст3;;
ћагазин цветов;;ћосква, ѕланерна€,†7 к1;;
÷веточный магазин;;ƒедовск, Ѕольнична€,†2а;;
ћагазин цветов;;Ўтаер-„ертаново,ћосква, Ѕалаклавский проспект,†5а;;
ћагазин цветов;;–аменское, ƒергаевска€,†36;;
÷веточный магазин;;с.†ѕавловска€ —лобода, Ћенина,†61;;
ћагазин цветов;;ѕодольск, —танционна€,†1Ѕ;;
÷веточный магазин;;пос.†„асцы, ћожайское шоссе,†вл10;;
Ёкса, ќќќ;;ћосква, “екстильщиков 8-€,†5 к2а;;
ћагазин цветов;;ƒомодедово, –абоча€,†59а;;
ћагазин цветов;;’имки, ћосковска€,†2 ст1;;
‘лораћаркт;+7 (499) 709Ц71Ц86, +7 (495) 770Ц95Ц00;ћосква, ”ральска€,†6 к1;floramarkt.su;
ћагазин цветов;+7Ц909Ц632Ц80Ц45;‘р€зино, ѕолева€,†15 ст1;;
ћагазин цветов;;ѕушкино, ¬окзальна€,†1 ст4;;
ћагазин цветов;;ћосква, —ущЄвский ¬ал,†31 ст1;;
—алон цветов;;Ѕалашиха, ћирской проезд,†2а;;
ћагазин цветов;+7Ц965Ц401Ц35Ц60;«еленоград, «еленоград,†к1549;;
–осцветторг;+7Ц916Ц525Ц72Ц75, +7Ц916Ц184Ц68Ц58;ћосква, ƒолгоруковска€,†29;www.roscvettorg.ru;
ћагазин цветов;;ѕушкино, Ќекрасова,†18;;
 иоск по продаже цветов;;Ќогинск, Ћенина площадь,†6 киоск;;
Flowers Sun;; раснознаменск,  раснознаменна€,†17;;
 амели€;+7Ц903Ц167Ц53Ц89, +7Ц926Ц883Ц02Ц32;—олнечногорск,  ресть€нска€,†10а;;
÷веточный магазин;;ћосква, √рекова,†3г;;
ћега-÷вет;8Ц800Ц500Ц24Ц22;—олнечногорск,  расна€,†вл22а;megacvet24.ru;
ћагазин цветов;;ћосква, —удостроительна€,†29;;
÷вет`ќ ;;пос.†Ўишкин Ћес, Ўишкин Ћес посЄлок,†25;;
ћагазин цветов;;ќрехово-«уево, 1905 года,†19а;;
јстра ѕак, ќќќ;+7Ц904Ц424Ц14Ц14, 8Ц800Ц100Ц35Ц99;ћосква;www.greenmagazin24.ru;
÷веточный дом;+7Ц968Ц473Ц66Ц39;ћосква,  расноармейска€,†5;;
ћагазин цветов;;ћосква, ¬аршавское шоссе,†143а ст2;;
ћагазин цветов;;“÷ “аганка, ћосква, “аганска€,†2;;
ћагазин цветов;;√ипермаркет  арусель,ћосква, Ќоворижское шоссе 26 км,†1;;
ћагазин цветов;;ѕодольск, —вердлова,†54 вл1;;
÷веточный магазин;+7Ц926Ц496Ц88Ц12, +7Ц925Ц310Ц98Ц86;ћосква, —ельскохоз€йственна€,†9;;
ћагазин цветов;;пгт†¬осточный, √лавна€,†19Ѕ;;
Ћукоморье;+7Ц905Ц796Ц71Ц87;Ѕалашиха, —оветска€,†34 ст2;;
ћэни ‘лор;;Ѕалашиха, —вердлова,†2Ѕ;;
—алон цветов;+7Ц906Ц787Ц78Ц40;ћосква, —в€тоозЄрска€,†21;;
–азноцветие;+7Ц926Ц585Ц39Ц16;«еленоград, «еленоград,†к1802;;
ћагазин цветов;;рп.†Ќахабино, Ўкольна€,†2;;
—алон цветов и подарков;;Ћосино-ѕетровский, Ћенина,†9;;
ћагазин цветов;+7Ц968Ц373Ц20Ц30;ћосква, ћедиков,†12;;
÷ветыш;+7 (495) 504Ц20Ц42, +7 (495) 968Ц90Ц83;ћосква, »вана ‘ранко,†40 ст2;www.rozbl.ru;info@rozbl.ru
ћагазин цветов и подарков;;“÷ јтлас, ќдинцово, √оворова,†163;;
÷веточный дизайн;+7Ц925Ц916Ц77Ц20;ћосква, —удостроительна€,†31 к1;цветочный-дизайн.рф;
÷веточный јль€нс;;д.†—витино, —витино д,†вл3;;
ћагазин цветов;+7Ц965Ц232Ц88Ц07;ƒедовск, ¬олоколамска€ 1-€,†94 ст3;;
÷веток;+7Ц916Ц376Ц97Ц63; оломна, —оветска€ площадь,†7;;
—алон цветов;;ћосква, Ћианозовский проезд,†вл4а;;
ћагазин цветов;;–аменское, ћихалевича,†8 вл1;;
ћагазин цветов;+7Ц926Ц289Ц83Ц61;’имки, ћа€ковского,†11Ѕ;;
√олден ÷веты;+7Ц925Ц141Ц75Ц10, +7Ц965Ц235Ц35Ц29;“вой ƒом,ћосква, Ќоворижское шоссе 26 км,†вл3;;
ћагазин цветов;+7Ц966Ц327Ц08Ц33;ћосква, „асова€,†11/3;;
–осцветторг;+7Ц916Ц525Ц72Ц75, +7Ц915Ц058Ц20Ц28;Ѕалашиха, ёбилейна€,†2;www.roscvettorg.ru;
ћагазин цветов и игрушек;;ћосква, Ќовогиреевска€,†11/36;;
ћагазин цветов и сем€н;+7Ц966Ц343Ц16Ц15;с.†ћолоково, –еволюционна€,†144а;;
ћагазин цветов и игрушек;;ћосква, —офьи  овалевской,†2;;
÷веточный магазин;;ѕушкино, јвиационна€,†35 к1;;
ћагазин цветов и подарков;+7Ц925Ц060Ц50Ц29;ћосква, “ашкентска€,†15;;
–усцветорг;+7Ц926Ц883Ц01Ц05;Ќогинск, 3 »нтернационала,†65а;;
ћагазин искусственных цветов;;ћосква, ћала€  алитниковска€,†22;;
‘иалка;+7Ц926Ц654Ц32Ц36;“÷  арамель, расногорск, ¬олоколамское шоссе,†3 ст1;;
ћагазин цветов;;ќрехово-«уево, ¬окзальна€,†4;;
ћагазин цветов;;пгт† расково,  арла ћаркса,†109;;
ћагазин цветов;;ѕодольск, ѕушкина,†23;;
ѕ–ќ—“ќ÷¬≈“џ;+7 (495) 788Ц70Ц08, +7 (495) 909Ц99Ц37;ћосква, ћира проспект,†114Ѕ;www.p100c.ru;
—ирень;+7Ц916Ц527Ц96Ц70;Vegas, ћосква, ћ јƒ 24 км,†1;;
÷веточный магазин;;с.†ѕавловска€ —лобода, —вободы,†2;;
ћагазин цветов;;“÷ ѕарк 11,ћосква, “имир€зевска€,†2/3;;
ћагазин цветов;+7Ц915Ц353Ц30Ц26;„ехов, ѕолиграфистов,†1;;
 иоск по продаже цветов;; оломна, ќкт€брьской революции,†318а киоск;;
÷веточный магазин;+7Ц965Ц431Ц77Ц48;ћосква, ћаршала “ухачевского,†49;;
Joli Jardin;+7Ц903Ц509Ц51Ц95;ћосква;jolijardin.ctlx.ru;
—алон цветов;+7Ц905Ц785Ц17Ц32;ћосква, “ать€ны ћакаровой,†6;;
ћаргаритка;;рп.†ћенделеево, »нститутска€,†2д;;
ћагазин цветов;;–аменское, ƒергаевска€,†34;;
ћагазин цветов;;Ёлектросталь, ∆уравлЄва,†5 ст1;;
ћагазин цветов;;ћосква, јлтуфьевское шоссе,†95г;;
Flowers Project;+7 (495) 664Ц66Ц42;ћосква;;
÷веты в “екстильщиках;;ћосква, ёных Ћенинцев,†3;;
ћакс ‘лора;;“÷ ј¬»ј“ќ–,–аменское, ћихалевича,†39 к21;;
ћагазин цветов;;ћосква, ќреховый бульвар,†14 ст3а;;
÷ветќ ;; раснознаменск,  раснознаменна€,†19;;
Brassika-Flor;+7Ц926Ц590Ц50Ц09;ћосква;brassik.com;
Ѕукетон;;ћосква, ƒуховской переулок,†14;;
ћагазин цветов;;Ѕалашиха, —оветска€,†34а;;
ћагазин цветов;;пос.†ћонино, Ќовинское шоссе,†2а;;
ћагазин цветов;;ћосква, ЅирюлЄвска€,†37Ѕ;;
“рилистник;;пос.†¬Ќ»»——ќ , ЅерЄзова€,†2;;
÷веточный магазин;+7Ц962Ц985Ц33Ц66;“ƒ ¬авилон-92,ћосква, ƒежнЄва проезд,†23;;
÷веточный магазин;+7Ц916Ц237Ц06Ц75;“÷ Ќовопеределкино,ћосква, Ѕоровское шоссе,†51;;
ћагазин цветов;;ѕодольск, –ощинска€,†20;;
ћагазин цветов и сувениров;;Ёлектрогорск, √орького,†3Ѕ;;
ћагазин цветов и сувениров;+7Ц985Ц162Ц63Ц63;“ќ÷ “Єплый стан,ћосква, √енерала “юленева,†4а ст3;;
ћагазин цветов;;¬оскресенск, ћенделеева,†1а;;
Green office;+7 (495) 229Ц39Ц59;ћосква;greenoffice.ru;
÷веты мира;+7 (495) 668Ц08Ц31;ћосква, ѕрофсоюзна€,†15;cvm24.ru;
ћагазин цветов;+7Ц985Ц362Ц14Ц73;–еутов, ёжна€,†2;;
ћагазин цветов;;ўЄлково, √агарина,†3а;;
ћагазин цветов;;ќдинцово, √оворова,†вл38;;
—алон цветов;+7Ц926Ц379Ц50Ц30;ƒомодедово,  урыжова,†15;;
÷веты удачи;;«еленоград, —авЄлкинский проезд,†8;;
Ћектур, ќќќ;+7Ц926Ц059Ц10Ц56;ћосква, ѕаркова€ 9-€,†34;;
ћагазин цветов;;ћосква, —иреневый бульвар,†64а;;
ћагазин цветов;;ћосква, јкадемика янгел€,†2;;
”ниверсальный магазин;;’имки, Ўкольна€,†5;;
‘итосайт;+7Ц967Ц141Ц29Ц28;ћосква, ƒмитровское шоссе,†165е к9;;
ћагазин цветов;;рп.†Ѕольшие ¬€зЄмы, √ородок-17,†ст23а;;
÷веточный магазин;;ѕодольск, ѕионерска€,†13в ст2;;
ћагазин сем€н и цветов;; оломна, ћалышева,†17 к3;;
ћастерска€ букетов;+7Ц903Ц720Ц28Ц08;“÷ Ѕухарест, ћосква,  аховка,†27;цветыподарки.рф;
ћагазин цветов;;ћосква, —игнальный проезд,†6а;;
‘анфан “юльпан;+7Ц926Ц697Ц70Ц04;ƒомодедово,  орнеева,†8 ст3;;
–усцветорг;+7Ц926Ц883Ц01Ц05;Ќогинск, —амоде€тельна€,†16;;
ћагазин цветов;;’имки, ∆елезнодорожна€,†1 ст10;;
÷веточный магазин;;–аменское, —еверное шоссе,†12;;
ћагазин цветов;;–аменское, ƒонинское шоссе,†2а;;
‘лораћаркт;+7 (499) 709Ц71Ц86, +7 (499) 343Ц70Ц76;ћосква, —вободный проспект,†20;floramarkt.su;
‘лорист;;Ёлектросталь,  арла ћаркса,†вл46;;
ћагазин цветов;;“÷ ёбилейный,–аменское, —оветска€,†14;;
—алон цветов;+7Ц926Ц228Ц80Ц45;ћосква, Ѕольша€ јкадемическа€,†12/18 к1;;
ћагазин цветов;;ћосква, јдмирала Ћазарева,†26;;
ћагазин цветов;+7Ц964Ц504Ц00Ц14;ћосква, Ѕольша€ ќчаковска€,†9;glmflower.ru;
–усцветорг;+7Ц926Ц883Ц01Ц05;Ќогинск,  омсомольска€,†26 вл1;;
÷веточный магазин;;ћосква, ‘лотска€,†50;;
Le Fleur;+7 (495) 648Ц52Ц27, +7 (495) 641Ц68Ц82, +7 (495) 134Ц55Ц13;Ѕ÷ ABC, ћосква, ћажоров переулок,†14;www.zakaz-korzin.ru;
÷веточный магазин;;ћосква, 26 Ѕакинских  омиссаров,†2Ѕ;;
–адон-ћ, јќ;;ћосква, —олнечногорска€,†15 к1;;
ћагазин цветов;;ћосква, ћала€ √рузинска€,†29;;
ћагазин цветов и подарков;;“÷ √алере€, ѕодольск, —вердлова,†26;;
ћагазин цветов;;пгт†Ћесной, ѕушкина,†8а;;
јльтер-Ёго, ќќќ;;ћосква, √райвороновска€,†16 к1;;
ћагазин цветов;;≈горьевск, Ћенина проспект,†14а;;
ћагазин цветов;;∆уковский, ‘рунзе,†9;;
ћагазин цветов;;Ѕалашиха, —вердлова,†35а;;
 иоск по продаже цветов;;рп.†ћалаховка, Ѕыковское шоссе,†18а ст1 киоск;;
Maison des fleurs;+7 (495) 532Ц95Ц74;ћосква, ћалый  озихинский переулок,†10 ст1;www.maisondesfleurs.me;
ћагазин цветов;;пгт†”дельна€, ёжный проспект,†28а;;
